#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-08-29T15:01:58 [V7.32.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-08-29T15:01:58	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=Vmag
#Vmag=<=8
#-out=B-V
#HIPep=HIPep
#Erratum=Erratum
#-out=_RA.icrs
#_RA.icrs=!null
#-out=_DE.icrs
#_DE.icrs=!null
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.4	
#INFO	-out.max=unlimited	

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	
#INFO	publisher=CDS	
#INFO	creator=ESA 1997	
#INFO	related_resource=bibcode:1997HIP...C......0E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	
#INFO	publication_date=2021-11-18	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000	_DEJ2000	HIP	Vmag	B-V	_RA.icrs	_DE.icrs
118.4041239393	+10.6869581061	 38547	 7.96	 1.087	118.40412394	+10.68695811
118.4106361623	-23.3137193743	 38551	 6.95	-0.079	118.41063616	-23.31371937
118.4169696808	-23.1872256550	 38553	 7.22	-0.069	118.41696968	-23.18722565
118.4221762199	-63.6473230704	 38558	 7.97	 0.672	118.42217622	-63.64732307
118.4308859731	+58.2137765614	 38560	 7.39	 0.306	118.43088597	+58.21377656
118.4384377676	+26.5641893783	 38564	 7.60	 0.573	118.43843777	+26.56418938
118.4509229881	-62.3800653101	 38568	 7.80	 0.957	118.45092299	-62.38006531
118.4552687143	-26.2620864036	 38571	 6.95	 0.913	118.45526871	-26.26208640
118.4899842787	+16.0361867267	 38578	 7.24	 0.167	118.48998428	+16.03618673
118.4945785958	-26.3488125822	 38580	 7.00	 1.337	118.49457860	-26.34881258
118.5091992431	-41.7029192849	 38584	 6.85	-0.105	118.50919924	-41.70291928
118.5203336429	-34.0222352936	 38587	 7.48	-0.088	118.52033364	-34.02223529
118.5299217816	-18.3310340921	 38591	 6.89	 1.662	118.52992178	-18.33103409
118.5458688413	-35.8772872818	 38593	 5.48	-0.175	118.54586884	-35.87728728
118.5464951187	+36.7415648760	 38595	 7.15	 0.959	118.54649512	+36.74156488
118.5476169955	+13.5824250718	 38597	 7.95	 0.966	118.54761700	+13.58242507
118.5492520655	+13.4211699071	 38598	 7.20	 1.034	118.54925207	+13.42116991
118.5524447785	-03.5451902096	 38599	 7.76	 0.310	118.55244478	-03.54519021
118.5546788387	-58.5747405854	 38600	 7.81	 0.524	118.55467884	-58.57474059
118.5554329121	+21.1052578789	 38601	 6.84	 1.663	118.55543291	+21.10525788
118.5601736083	+54.7150282889	 38604	 7.25	 0.905	118.56017361	+54.71502829
118.5853428360	+71.0792381232	 38608	 7.35	-0.014	118.58534284	+71.07923812
118.6021304952	-50.1706953242	 38612	 7.47	-0.106	118.60213050	-50.17069532
118.6063365702	-28.1053448917	 38615	 6.60	 0.081	118.60633657	-28.10534489
118.6143201663	-41.6582440868	 38618	 7.11	 1.066	118.61432017	-41.65824409
118.6181951624	+26.1671546589	 38620	 7.83	 1.335	118.61819516	+26.16715466
118.6196843609	+62.1363224691	 38621	 7.89	 0.884	118.61968436	+62.13632247
118.6219340546	+47.3859819985	 38623	 6.25	 1.133	118.62193405	+47.38598200
118.6378339965	-40.1307602615	 38624	 7.52	 1.479	118.63783400	-40.13076026
118.6424124393	-01.4122581645	 38625	 7.43	 0.739	118.64241244	-01.41225816
118.6612408861	+41.8185331733	 38632	 7.61	 1.420	118.66124089	+41.81853317
118.6663174540	-34.8467127294	 38635	 6.14	 1.540	118.66631745	-34.84671273
118.6779032578	+47.5645958471	 38639	 5.47	 1.462	118.67790326	+47.56459585
118.6911654658	+30.3418551448	 38643	 7.80	 1.066	118.69116547	+30.34185514
118.6913126240	+49.7849019228	 38642	 7.91	 1.041	118.69131262	+49.78490192
118.7020594367	+34.6197861173	 38647	 7.78	 0.659	118.70205944	+34.61978612
118.7055514296	+18.1002185001	 38648	 7.31	 1.460	118.70555143	+18.10021850
118.7098639221	-45.6641033785	 38650	 7.34	-0.100	118.70986392	-45.66410338
118.7135192794	-31.5347532017	 38652	 7.19	-0.108	118.71351928	-31.53475320
118.7193459765	-38.4200235583	 38654	 7.44	 0.140	118.71934598	-38.42002356
118.7221575486	-57.3028064768	 38656	 5.62	 1.298	118.72215755	-57.30280648
118.7252796797	+19.2363399437	 38657	 7.76	 0.950	118.72527968	+19.23633994
118.7257613275	+32.2847065554	 38658	 7.47	 0.566	118.72576133	+32.28470656
118.7285707555	+43.9945404524	 38659	 7.54	 0.983	118.72857076	+43.99454045
118.7316962322	+17.9574952138	 38661	 7.93	 1.075	118.73169623	+17.95749521
118.7447970461	+39.7133642342	 38664	 7.75	 0.242	118.74479705	+39.71336423
118.7517699471	-52.5833297529	 38667	 6.36	-0.007	118.75176995	-52.58332975
118.7524793689	-23.4653714960	 38668	 6.99	 0.029	118.75247937	-23.46537150
118.7583003889	+12.5694935076	 38669	 6.97	 0.992	118.75830039	+12.56949351
118.7648665471	-54.6414767746	 38671	 7.81	 0.992	118.76486655	-54.64147677
118.7829969070	+06.9959773083	 38676	 8.00	 0.223	118.78299691	+06.99597731
118.7845414195	+28.3841801623	 38677	 7.33	 0.435	118.78454142	+28.38418016
118.7949877355	+37.1945263544	 38681	 7.92	 0.448	118.79498774	+37.19452635
118.7959386104	+09.3499701217	 38682	 6.81	 1.143	118.79593861	+09.34997012
118.8077042771	-30.9176435266	 38686	 6.45	 1.474	118.80770428	-30.91764353
118.8156025977	-52.9023199086	 38690	 6.99	 0.380	118.81560260	-52.90231991
118.8214820007	-11.1514708717	 38691	 7.34	-0.116	118.82148200	-11.15147087
118.8263340485	-25.9319271242	 38692	 7.44	 1.304	118.82633405	-25.93192712
118.8488350148	+63.3397324640	 38699	 7.81	 0.594	118.84883501	+63.33973246
118.8502219254	-47.3130819117	 38700	 7.09	 1.616	118.85022193	-47.31308191
118.8511361508	-53.6229440732	 38701	 7.80	 1.240	118.85113615	-53.62294407
118.8573143262	-46.6658516003	 38704	 7.82	 1.344	118.85731433	-46.66585160
118.8715998261	-19.0474007800	 38707	 6.84	 0.134	118.87159983	-19.04740078
118.8778575192	+08.7215698710	 38708	 7.87	-0.008	118.87785752	+08.72156987
118.8780490562	+62.0439235782	 38709	 7.04	 1.227	118.87804906	+62.04392358
118.8809732173	+08.8628395410	 38712	 5.86	 0.369	118.88097322	+08.86283954
118.8836861071	-10.6622636933	 38713	 7.33	 0.428	118.88368611	-10.66226369
118.8990391757	-15.5788010962	 38718	 7.00	 0.895	118.89903918	-15.57880110
118.9106990103	+40.3001362989	 38720	 7.95	 1.195	118.91069901	+40.30013630
118.9162295433	+19.8839698582	 38722	 5.38	-0.035	118.91622954	+19.88396986
118.9201196731	+35.4126841779	 38723	 6.23	 0.277	118.92011967	+35.41268418
118.9217193509	-13.7324123477	 38724	 7.26	 0.406	118.92171935	-13.73241235
118.9303772133	-38.3367580733	 38727	 7.99	-0.054	118.93037721	-38.33675807
118.9392751486	+13.3318764421	 38730	 7.96	 0.786	118.93927515	+13.33187644
118.9441056936	-43.8450542772	 38732	 6.02	-0.111	118.94410569	-43.84505428
118.9467502237	-27.1134823636	 38733	 7.94	 1.083	118.94675022	-27.11348236
118.9485244787	+10.4434465317	 38734	 7.03	-0.029	118.94852448	+10.44344653
118.9588826729	-45.9800554633	 38737	 6.74	-0.125	118.95888267	-45.98005546
118.9758105430	-06.5267573375	 38743	 7.91	 1.207	118.97581054	-06.52675734
118.9779738905	+39.2867741968	 38744	 7.25	 0.044	118.97797389	+39.28677420
118.9823743151	-44.6204585306	 38746	 7.44	-0.110	118.98237432	-44.62045853
118.9941520715	-12.6081942353	 38748	 6.57	 0.964	118.99415207	-12.60819424
119.0026647868	+06.5122428478	 38750	 7.86	 0.626	119.00266479	+06.51224285
119.0062584953	+24.6657189210	 38752	 7.70	 0.983	119.00625850	+24.66571892
119.0080866678	+34.3695619557	 38754	 7.57	 1.174	119.00808667	+34.36956196
119.0113461056	+23.6927157828	 38755	 7.32	 0.629	119.01134611	+23.69271578
119.0225146114	-26.7244722804	 38760	 7.91	-0.004	119.02251461	-26.72447228
119.0268796710	+23.6238061326	 38761	 6.81	-0.079	119.02687967	+23.62380613
119.0280844124	+68.2551698100	 38762	 7.78	 1.564	119.02808441	+68.25516981
119.0375666344	-09.8632398753	 38764	 7.87	-0.032	119.03756663	-09.86323988
119.0380529547	-71.9858617312	 38765	 7.94	 0.569	119.03805295	-71.98586173
119.0481457811	-51.3384171836	 38770	 6.77	 0.970	119.04814578	-51.33841718
119.0646314793	+29.8520774335	 38778	 6.81	 1.414	119.06463148	+29.85207743
119.0657070700	-61.0994319257	 38779	 6.73	 0.001	119.06570707	-61.09943193
119.0777043901	-60.5264359404	 38783	 5.74	 1.554	119.07770439	-60.52643594
119.0717929735	+80.2655423621	 38784	 6.55	 0.719	119.07179297	+80.26554236
119.0819577769	+22.5716877142	 38785	 7.59	 1.060	119.08195778	+22.57168771
119.0834390718	+10.8648554058	 38786	 7.82	 0.014	119.08343907	+10.86485541
119.0866980744	-49.9819620954	 38787	 7.72	 2.970	119.08669807	-49.98196210
119.0904527688	-20.4632755835	 38789	 6.84	 0.038	119.09045277	-20.46327558
119.0905116359	-07.9911994150	 38790	 7.99	 0.123	119.09051164	-07.99119941
119.0910598991	+59.6764232180	 38791	 7.72	 0.469	119.09105990	+59.67642322
119.0946762836	-30.2845697572	 38792	 6.28	 1.476	119.09467628	-30.28456976
119.0950495583	+04.2541141314	 38793	 7.72	 0.140	119.09504956	+04.25411413
119.0996137079	+04.4855667683	 38794	 6.16	 0.957	119.09961371	+04.48556677
119.1005362210	-40.7361597304	 38795	 6.78	-0.170	119.10053622	-40.73615973
119.1024029221	+31.6955754189	 38797	 7.57	 0.321	119.10240292	+31.69557542
119.1113029940	+56.5044439114	 38800	 6.71	 0.050	119.11130299	+56.50444391
119.1156382929	+11.7489966821	 38802	 7.90	 0.081	119.11563829	+11.74899668
119.1262603254	-23.0043040460	 38804	 7.58	-0.025	119.12626033	-23.00430405
119.1321509894	+06.4064223221	 38807	 7.72	 1.671	119.13215099	+06.40642232
119.1337121070	-15.5243549221	 38808	 7.16	 1.307	119.13371211	-15.52435492
119.1387052578	+11.0458096890	 38810	 7.81	 1.592	119.13870526	+11.04580969
119.1423784022	+71.8470218627	 38811	 7.36	 0.386	119.14237840	+71.84702186
119.1477889284	+79.5189651440	 38813	 7.72	 1.327	119.14778893	+79.51896514
119.1660459093	-16.5314941059	 38817	 7.23	 0.562	119.16604591	-16.53149411
119.1880556179	-12.9353362821	 38826	 7.17	 1.085	119.18805562	-12.93533628
119.1946427183	-52.9823598838	 38827	 3.46	-0.177	119.19464272	-52.98235988
119.1956325074	+09.0482356149	 38829	 7.83	 0.211	119.19563251	+09.04823561
119.1996726163	+26.1052630625	 38832	 7.59	 1.000	119.19967262	+26.10526306
119.2122811586	-59.1257646167	 38834	 7.06	 2.025	119.21228116	-59.12576462
119.2147480452	-22.8801186428	 38835	 4.20	 0.718	119.21474805	-22.88011864
119.2368493888	+11.6883319494	 38843	 7.73	-0.002	119.23684939	+11.68833195
119.2391843979	-57.4306254883	 38844	 7.46	 1.064	119.23918440	-57.43062549
119.2408362817	-43.5004110537	 38846	 5.36	-0.166	119.24083628	-43.50041105
119.2409552196	-42.4064753903	 38845	 6.09	 1.361	119.24095522	-42.40647539
119.2466004810	-49.2649440021	 38847	 7.06	 1.557	119.24660048	-49.26494400
119.2477156784	+15.7902812517	 38848	 5.80	 1.285	119.24771568	+15.79028125
119.2626028494	-34.3784330828	 38851	 6.86	 1.580	119.26260285	-34.37843308
119.2666384532	+02.9508442117	 38855	 7.83	-0.180	119.26663845	+02.95084421
119.2739692680	+20.9669307405	 38856	 7.09	 0.920	119.27396927	+20.96693074
119.2815537816	+71.6801674790	 38857	 7.65	 0.019	119.28155378	+71.68016748
119.2860365004	-33.2499032812	 38858	 7.31	-0.151	119.28603650	-33.24990328
119.3025012511	-14.5910505882	 38862	 8.00	 0.630	119.30250125	-14.59105059
119.3031655206	-63.2968346167	 38863	 6.14	-0.103	119.30316552	-63.29683462
119.3161647275	+08.6412199482	 38868	 6.03	 1.000	119.31616473	+08.64121995
119.3164198610	+81.3522161856	 38869	 7.16	 1.334	119.31641986	+81.35221619
119.3178923457	+01.1270293486	 38870	 6.35	 0.507	119.31789235	+01.12702935
119.3267550785	-44.1098588705	 38872	 5.08	-0.166	119.32675508	-44.10985887
119.3271159050	+13.2692253629	 38874	 7.55	 1.180	119.32711590	+13.26922536
119.3321772518	-07.7999704032	 38878	 7.67	-0.075	119.33217725	-07.79997040
119.3336181924	-47.8907055569	 38879	 6.21	-0.099	119.33361819	-47.89070556
119.3563713449	+06.8516802506	 38884	 7.22	 0.983	119.35637134	+06.85168025
119.3577468074	-00.6358733118	 38885	 7.16	 0.005	119.35774681	-00.63587331
119.3667453007	-46.3266188624	 38887	 7.08	-0.111	119.36674530	-46.32661886
119.3859343024	+32.6567074429	 38891	 7.13	 0.234	119.38593430	+32.65670744
119.4086299063	-46.5932882483	 38896	 7.23	-0.126	119.40862991	-46.59328825
119.4097895804	-19.1411138468	 38897	 7.74	 1.037	119.40978958	-19.14111385
119.4156289680	+77.5764224676	 38900	 6.87	 0.235	119.41562897	+77.57642247
119.4171095314	-30.3345696758	 38901	 4.76	 0.151	119.41710953	-30.33456968
119.4232470633	-65.9087200872	 38902	 6.69	 1.605	119.42324706	-65.90872009
119.4238319450	+27.4882407725	 38903	 7.83	 1.233	119.42383195	+27.48824077
119.4269697936	-57.4791579114	 38904	 7.41	 0.044	119.42696979	-57.47915791
119.4384143014	-60.9264619712	 38906	 6.86	-0.009	119.43841430	-60.92646197
119.4403059915	-40.1233589714	 38907	 7.36	 0.690	119.44030599	-40.12335897
119.4454790190	-60.3030717599	 38908	 5.59	 0.573	119.44547902	-60.30307176
119.4463830454	-41.5357431351	 38909	 7.22	 1.311	119.44638305	-41.53574314
119.4537202127	-34.9283624174	 38913	 7.82	 1.372	119.45372021	-34.92836242
119.4629020738	-79.6326610143	 38916	 7.73	 1.648	119.46290207	-79.63266101
119.4654963803	-45.5776686007	 38917	 5.14	 1.263	119.46549638	-45.57766860
119.4753742047	-20.4286898556	 38923	 7.28	 2.015	119.47537420	-20.42868986
119.4771842637	-41.6412062025	 38924	 7.54	-0.109	119.47718426	-41.64120620
119.4783707781	-40.7843522857	 38925	 6.46	 0.979	119.47837078	-40.78435229
119.4935120265	+32.9410053529	 38932	 7.74	 1.508	119.49351203	+32.94100535
119.4947082425	-52.2941188507	 38933	 7.61	 0.503	119.49470824	-52.29411885
119.5121302092	-60.6147853882	120404	 7.62	-0.062	119.51213021	-60.61478539
119.5201279312	-37.5800563046	 38942	 7.48	-0.103	119.52012793	-37.58005630
119.5245666686	+07.2135299125	 38945	 6.42	-0.031	119.52456667	+07.21352991
119.5256662071	+05.0114037661	 38946	 7.20	 1.024	119.52566621	+05.01140377
119.5463006432	+13.3295126440	 38954	 7.48	 1.049	119.54630064	+13.32951264
119.5504688850	-39.6130835185	 38955	 8.00	-0.033	119.55046889	-39.61308352
119.5601551810	-49.2449118549	 38957	 4.47	-0.180	119.56015518	-49.24491185
119.5690167677	+43.9773741469	 38959	 6.36	 1.043	119.56901677	+43.97737415
119.5860532595	+02.2247667455	 38962	 5.30	 0.933	119.58605326	+02.22476675
119.5893025807	-51.4484716685	 38963	 6.44	 0.260	119.58930258	-51.44847167
119.5914292478	-59.6975128149	 38964	 7.84	 1.029	119.59142925	-59.69751281
119.5929433459	-60.8577154208	 38966	 6.73	 0.000	119.59294335	-60.85771542
119.6263830595	+02.9358532701	 38972	 6.65	 0.157	119.62638306	+02.93585327
119.6311295631	+16.5186797071	 38975	 6.05	 1.468	119.63112956	+16.51867971
119.6452868624	+43.5039251781	 38979	 7.30	-0.167	119.64528686	+43.50392518
119.6537720550	-34.9447799081	 38980	 7.95	 0.739	119.65377205	-34.94477991
119.6570287640	-37.0205203505	 38981	 6.99	 0.979	119.65702876	-37.02052035
119.6602183164	-27.5775324700	 38983	 6.98	 1.587	119.66021832	-27.57753247
119.6882464202	+05.6232680024	 38987	 6.95	-0.071	119.68824642	+05.62326800
119.7097947135	-47.6829215458	 38993	 7.28	-0.086	119.70979471	-47.68292155
119.7106312341	-60.8244623001	 38994	 5.77	-0.082	119.71063123	-60.82446230
119.7205623837	+08.4532841530	 39000	 7.37	 1.103	119.72056238	+08.45328415
119.7224302454	-27.9070730560	 39001	 7.44	 1.224	119.72243025	-27.90707306
119.7288243371	-17.0572103311	 39003	 7.66	 1.572	119.72882434	-17.05721033
119.7384905561	+48.6255458424	 39005	 7.35	 1.018	119.73849056	+48.62554584
119.7530402262	-48.3763114604	 39013	 6.84	-0.125	119.75304023	-48.37631146
119.7575081350	-45.2158438000	 39014	 5.98	-0.143	119.75750813	-45.21584380
119.7664392306	-04.3324166018	 39017	 6.98	 0.297	119.76643923	-04.33241660
119.7695445291	-54.5468980497	 39019	 7.82	 1.044	119.76954453	-54.54689805
119.7738125591	-23.3103959560	 39023	 5.09	 1.111	119.77381256	-23.31039596
119.7817287250	-39.4203058444	 39028	 7.24	-0.090	119.78172873	-39.42030584
119.7821711769	-38.0509531093	 39030	 7.27	 0.240	119.78217118	-38.05095311
119.7927503568	-51.4659197811	 39033	 7.34	-0.070	119.79275036	-51.46591978
119.8012698343	-49.9768509679	 39035	 6.35	-0.151	119.80126983	-49.97685097
119.8026781368	+33.8733684017	 39036	 7.91	 0.093	119.80267814	+33.87336840
119.8031009248	+05.2515827610	 39037	 7.23	 0.945	119.80310092	+05.25158276
119.8064835837	-49.9737716712	 39038	 6.37	-0.089	119.80648358	-49.97377167
119.8156819933	-73.2441710032	 39041	 6.33	 0.128	119.81568199	-73.24417100
119.8237535843	+16.8190510265	 39046	 7.50	 0.541	119.82375358	+16.81905103
119.8381817436	+50.3439499709	 39049	 7.53	 1.263	119.83818174	+50.34394997
119.8384004193	-19.4662165414	 39050	 7.49	 0.008	119.83840042	-19.46621654
119.8433151226	-52.5428561858	 39051	 7.45	 0.894	119.84331512	-52.54285619
119.8447673533	+15.3655213847	 39052	 7.98	 1.133	119.84476735	+15.36552138
119.8544716301	+34.6799131515	 39057	 7.30	 1.654	119.85447163	+34.67991315
119.8559381721	+09.9358124202	 39058	 7.87	 0.486	119.85593817	+09.93581242
119.8681922326	-39.2969438964	 39061	 5.22	 0.400	119.86819223	-39.29694390
119.8765069283	-28.4332204311	 39062	 7.67	 0.331	119.87650693	-28.43322043
119.8775711793	-37.3023873246	 39063	 7.43	-0.126	119.87757118	-37.30238732
119.8913918744	+20.8438872121	 39064	 7.68	 0.833	119.89139187	+20.84388721
119.8927997674	-40.7525490743	 39066	 7.70	 0.156	119.89279977	-40.75254907
119.8960617129	+13.2421656422	 39067	 6.05	 1.325	119.89606171	+13.24216564
119.9030463796	+79.8614801089	 39069	 6.84	 1.355	119.90304638	+79.86148011
119.9064254388	-60.5870611776	 39070	 5.19	 1.758	119.90642544	-60.58706118
119.9170292271	-60.2073509917	 39073	 6.30	-0.050	119.91702923	-60.20735099
119.9198564111	+46.6200545633	 39074	 7.89	 0.553	119.91985641	+46.62005456
119.9213953269	+04.8869575606	 39075	 7.76	 1.578	119.92139533	+04.88695756
119.9239988075	-48.2793712589	 39076	 7.67	 0.854	119.92399881	-48.27937126
119.9275272472	+23.1829073486	 39077	 6.92	 1.026	119.92752725	+23.18290735
119.9339686593	-03.6795828222	 39079	 4.93	 1.205	119.93396866	-03.67958282
119.9373565830	-12.8671254625	 39081	 7.66	-0.055	119.93735658	-12.86712546
119.9413601662	-47.3035237351	 39084	 6.71	-0.085	119.94136017	-47.30352374
119.9544997458	-30.4123669946	 39091	 7.63	 1.260	119.95449975	-30.41236699
119.9640563805	+36.0820754668	 39094	 6.50	 1.561	119.96405638	+36.08207547
119.9668778167	-18.3992276596	 39095	 4.61	 0.087	119.96687782	-18.39922766
119.9724609039	+09.8986977110	 39096	 7.98	 0.657	119.97246090	+09.89869771
119.9880286109	-30.3756286968	 39101	 7.53	 0.554	119.98802861	-30.37562870
119.9948923387	-41.7040950629	 39102	 7.72	 0.582	119.99489234	-41.70409506
119.9959475111	-01.7976570932	 39104	 7.70	 1.122	119.99594751	-01.79765709
120.0123718929	-45.0257225378	 39107	 7.22	-0.113	120.01237189	-45.02572254
120.0126680341	-23.3509132225	 39108	 7.54	 0.048	120.01266803	-23.35091322
120.0215480968	+77.6458490048	 39110	 7.72	 1.036	120.02154810	+77.64584900
120.0232078026	-48.9054182611	 39111	 7.36	-0.063	120.02320780	-48.90541826
120.0342455557	+41.4229706150	 39113	 7.50	 1.535	120.03424556	+41.42297061
120.0427516597	-16.9534454967	 39115	 7.02	 0.980	120.04275166	-16.95344550
120.0489100242	+73.9179191972	 39117	 5.37	 1.424	120.04891002	+73.91791920
120.0521769127	-55.2158337091	 39119	 7.11	 1.236	120.05217691	-55.21583371
120.0576269829	-31.1964521484	 39121	 7.88	 0.250	120.05762698	-31.19645215
120.0612007775	-48.9815091656	 39122	 6.01	 0.042	120.06120078	-48.98150917
120.0616901785	-35.9914874675	 39123	 7.18	 0.147	120.06169018	-35.99148747
120.0624682671	-45.7933229360	 39124	 7.06	 1.037	120.06246827	-45.79332294
120.0647894764	-40.6051534846	 39126	 7.71	 1.679	120.06478948	-40.60515348
120.0690507017	+40.7930894636	 39129	 7.89	 0.946	120.06905070	+40.79308946
120.0765993734	-26.5916588825	 39132	 7.97	 0.944	120.07659937	-26.59165888
120.0785717972	+08.9742789142	 39134	 7.21	 0.238	120.07857180	+08.97427891
120.0806269029	-18.0044258626	 39136	 7.70	 1.518	120.08062690	-18.00442586
120.0813828030	-45.4569511261	 39137	 6.62	 1.272	120.08138280	-45.45695113
120.0831948649	-63.5674557760	 39138	 4.81	-0.173	120.08319486	-63.56745578
120.0897413279	+12.2137086878	 39140	 7.90	 0.058	120.08974133	+12.21370869
120.0938751583	+03.2489439867	 39141	 7.94	 0.262	120.09387516	+03.24894399
120.0964462130	-42.2749570753	 39145	 7.98	-0.019	120.09644621	-42.27495708
120.0997722004	+64.7471753685	 39147	 7.24	 0.314	120.09977220	+64.74717537
120.1089655032	+25.0339832518	 39148	 7.96	 0.092	120.10896550	+25.03398325
120.1170495800	-34.1238780894	 39149	 7.49	 0.050	120.11704958	-34.12387809
120.1206667692	-48.8717677735	 39153	 6.13	-0.085	120.12066677	-48.87176777
120.1207020092	-04.8798484906	 39152	 7.27	 0.523	120.12070201	-04.87984849
120.1221976062	-17.9300885122	 39155	 7.46	 1.075	120.12219761	-17.93008851
120.1260486567	-17.0339257546	 39156	 7.65	 1.030	120.12604866	-17.03392575
120.1338708142	+29.2123557892	 39157	 6.97	 0.716	120.13387081	+29.21235579
120.1350658778	+18.8431354010	 39158	 7.10	-0.006	120.13506588	+18.84313540
120.1475512412	-45.3369053314	 39162	 7.70	-0.156	120.14755124	-45.33690533
120.1517944166	+12.6417948196	 39164	 6.59	 1.071	120.15179442	+12.64179482
120.1718411358	+18.2455634887	 39169	 7.09	 0.965	120.17184114	+18.24556349
120.1741997578	-40.1968796265	 39170	 7.34	 0.061	120.17419976	-40.19687963
120.1835545668	-79.1575837292	 39173	 7.55	 0.882	120.18355457	-79.15758373
120.1838936026	-02.8819174926	 39172	 6.41	-0.087	120.18389360	-02.88191749
120.1971141260	+17.3087030446	 39177	 5.60	 1.317	120.19711413	+17.30870304
120.2004274435	+19.8162159026	 39180	 6.30	 1.109	120.20042744	+19.81621590
120.2046563481	+12.6784410462	 39183	 6.79	-0.065	120.20465635	+12.67844105
120.2080738046	-54.1512751844	 39184	 5.87	-0.134	120.20807380	-54.15127518
120.2242015377	-43.0601294915	 39185	 7.35	-0.147	120.22420154	-43.06012949
120.2261782263	-15.7388890469	 39187	 7.42	 0.305	120.22617823	-15.73888905
120.2314933643	+39.9102498833	 39189	 7.60	 1.325	120.23149336	+39.91024988
120.2328071568	+25.3928359643	 39191	 5.87	 1.021	120.23280716	+25.39283596
120.2532542602	+23.5830930212	 39194	 6.34	 1.160	120.25325426	+23.58309302
120.2591992896	-14.1381471743	 39197	 7.34	 0.267	120.25919929	-14.13814717
120.2641794832	-06.4191946745	 39198	 6.45	 0.838	120.26417948	-06.41919467
120.2882899566	-41.7585363087	 39203	 7.88	-0.098	120.28828996	-41.75853631
120.3005566879	+54.4605375095	 39207	 7.07	 0.188	120.30055669	+54.46053751
120.3055619411	-01.3926082460	 39211	 4.69	 1.475	120.30556194	-01.39260825
120.3062964094	+08.3763150733	 39212	 7.52	 0.619	120.30629641	+08.37631507
120.3078772878	+04.8798235768	 39213	 5.65	 0.013	120.30787729	+04.87982358
120.3092406749	-25.4133700378	 39214	 7.17	 0.229	120.30924067	-25.41337004
120.3273584898	-22.3369584354	 39217	 7.06	      	120.32735849	-22.33695844
120.3336779811	-49.6205437146	 39220	 7.24	-0.110	120.33367798	-49.62054371
120.3365674098	+59.0473976933	 39221	 5.78	 0.421	120.33656741	+59.04739769
120.3394779134	-22.3329319919	 39222	 7.60	 1.067	120.33947791	-22.33293199
120.3442003805	+40.8568461965	 39224	 7.38	 1.006	120.34420038	+40.85684620
